,index,LKOH_open,LKOH_close,LKOH_high,LKOH_low,LKOH_volume,SBER_open,SBER_close,SBER_high,SBER_low,SBER_volume,GAZP_open,GAZP_close,GAZP_high,GAZP_low,GAZP_volume,GMKN_open,GMKN_close,GMKN_high,GMKN_low,GMKN_volume,NVTK_open,NVTK_close,NVTK_high,NVTK_low,NVTK_volume,YNDX_open,YNDX_close,YNDX_high,YNDX_low,YNDX_volume,ROSN_open,ROSN_close,ROSN_high,ROSN_low,ROSN_volume,MGNT_open,MGNT_close,MGNT_high,MGNT_low,MGNT_volume,TATN_open,TATN_close,TATN_high,TATN_low,TATN_volume,PHOR_open,PHOR_close,PHOR_high,PHOR_low,PHOR_volume,PLZL_open,PLZL_close,PLZL_high,PLZL_low,PLZL_volume,SNGS_open,SNGS_close,SNGS_high,SNGS_low,SNGS_volume,MTSS_open,MTSS_close,MTSS_high,MTSS_low,MTSS_volume,FIVE_open,FIVE_close,FIVE_high,FIVE_low,FIVE_volume,CHMF_open,CHMF_close,CHMF_high,CHMF_low,CHMF_volume,ALRS_open,ALRS_close,ALRS_high,ALRS_low,ALRS_volume,NLMK_open,NLMK_close,NLMK_high,NLMK_low,NLMK_volume,SNGSP_open,SNGSP_close,SNGSP_high,SNGSP_low,SNGSP_volume,MOEX_open,MOEX_close,MOEX_high,MOEX_low,MOEX_volume,SBERP_open,SBERP_close,SBERP_high,SBERP_low,SBERP_volume,POLY_open,POLY_close,POLY_high,POLY_low,POLY_volume,OZON_open,OZON_close,OZON_high,OZON_low,OZON_volume,IRAO_open,IRAO_close,IRAO_high,IRAO_low,IRAO_volume,RUAL_open,RUAL_close,RUAL_high,RUAL_low,RUAL_volume,PIKK_open,PIKK_close,PIKK_high,PIKK_low,PIKK_volume,HYDR_open,HYDR_close,HYDR_high,HYDR_low,HYDR_volume,MAGN_open,MAGN_close,MAGN_high,MAGN_low,MAGN_volume,VTBR_open,VTBR_close,VTBR_high,VTBR_low,VTBR_volume,TATNP_open,TATNP_close,TATNP_high,TATNP_low,TATNP_volume,RTKM_open,RTKM_close,RTKM_high,RTKM_low,RTKM_volume,CBOM_open,CBOM_close,CBOM_high,CBOM_low,CBOM_volume,TRNFP_open,TRNFP_close,TRNFP_high,TRNFP_low,TRNFP_volume,AFKS_open,AFKS_close,AFKS_high,AFKS_low,AFKS_volume,ENPG_open,ENPG_close,ENPG_high,ENPG_low,ENPG_volume,DSKY_open,DSKY_close,DSKY_high,DSKY_low,DSKY_volume,AFLT_open,AFLT_close,AFLT_high,AFLT_low,AFLT_volume,TCSG_open,TCSG_close,TCSG_high,TCSG_low,TCSG_volume,VKCO_open,VKCO_close,VKCO_high,VKCO_low,VKCO_volume,FIXP_open,FIXP_close,FIXP_high,FIXP_low,FIXP_volume,GLTR_open,GLTR_close,GLTR_high,GLTR_low,GLTR_volume,open,close,high,low,volume
314,2021-11-19,6898.0,6709.0,6902.5,6660.0,1372320,339.37,327.56,339.99,325.7,6693027,348.27,337.62,350.73,334.2,9597864,22388.0,22144.0,22494.0,21872.0,273359,1727.2,1624.0,1728.8,1616.0,4354514,6000.0,5968.8,6150.0,5916.0,668100,617.8,590.5,618.3,590.0,8016096,5945.5,6014.0,6219.5,5796.5,2349387,523.7,500.3,525.0,499.6,4645942,5793.0,5746.0,5840.0,5686.0,101415,15801.0,15798.5,16010.0,15720.0,125838,41.82,41.25,43.12,38.87,2721630,314.6,310.1,314.6,310.0,308959,2293.0,2249.0,2310.5,2235.5,907685,1701.0,1673.8,1708.0,1655.6,1141095,135.5,130.43,135.69,128.6,3182522,225.7,222.56,226.5,220.7,796683,39.12,39.05,39.405,38.665,342507,165.85,161.8,167.65,160.78,1034395,310.68,302.0,311.76,299.0,887752,1451.0,1441.6,1475.0,1434.9,1645647,3491.0,3365.5,3498.0,3304.0,641853,4.617,4.492,4.652,4.4475,3754831,72.55,70.195,73.18,68.205,4129764,1101.3,1100.9,1112.7,1051.0,955283,0.814,0.806,0.8168,0.8,415861,65.45,64.125,65.63,62.68,3563091,0.05301,0.050495,0.05324,0.050125,12724104,470.0,455.3,470.6,451.5,1566319,93.45,91.64,93.5,90.94,258525,6.959,6.825,7.021,6.798,627176,150400.0,149550.0,150950.0,149300.0,988,27.979,27.001,28.025,26.475,426636,850.5,813.5,865.0,797.0,436890,140.56,139.24,141.24,138.36,235039,67.2,66.04,67.42,65.22,1191119,7429.0,7480.0,7032.2,7094.4,517101,1390.8,1395.0,1320.0,1325.8,1016709,579.8,586.0,577.6,582.8,156551,579.0,586.95,567.75,581.0,180430,7.194,7.062,7.226,7.022,21600000
315,2021-11-22,6690.0,6575.5,6756.5,6532.0,1752639,326.03,309.15,326.39,306.67,14427383,334.99,319.2,335.68,316.66,15127391,22120.0,21850.0,22454.0,21400.0,530029,1625.2,1575.8,1636.0,1530.8,5641414,5982.6,5450.0,6048.6,5339.8,2336186,589.75,581.0,593.05,572.25,12334394,6015.5,5789.5,6100.0,5749.0,900529,501.3,489.0,505.3,483.9,7053300,5746.0,5539.0,5880.0,5488.0,245216,15745.5,14904.0,15812.0,14777.0,373469,41.12,39.745,42.295,38.9,1716211,309.1,305.2,311.8,305.15,727734,2246.5,2205.5,2248.5,2175.0,798327,1670.6,1663.6,1673.0,1621.0,1554909,130.54,124.78,131.0,122.55,3349492,223.0,219.2,224.62,212.34,1616690,39.08,38.695,39.345,38.21,607365,161.5,154.35,162.47,151.6,1908377,300.91,288.7,301.0,285.9,1744971,1441.6,1404.5,1445.0,1388.0,2297448,3360.0,3179.5,3400.0,3132.0,565076,4.501,4.375,4.527,4.35,4031348,70.25,67.62,70.83,66.5,5495316,1101.0,1107.7,1115.6,1072.2,747198,0.8061,0.8058,0.8152,0.8006,593688,64.135,62.435,64.155,62.125,2362906,0.05019,0.048405,0.05036,0.04803,12206672,455.1,449.8,460.7,443.7,2411759,91.64,90.01,92.64,89.18,413408,6.823,6.636,6.834,6.6,651126,149800.0,148550.0,150650.0,147600.0,3158,26.99,25.819,26.99,25.642,570888,816.0,789.5,823.5,755.0,628538,140.02,137.0,140.02,136.1,397647,66.2,65.2,66.52,64.86,1391653,7100.0,7150.0,6537.6,6615.8,869662,1329.0,1339.2,1259.2,1280.0,1101739,582.8,606.4,561.6,582.1,591411,587.0,587.15,560.0,569.8,333400,7.05,6.82,7.05,6.796,30600000
316,2021-11-23,6550.5,6829.5,6837.0,6490.0,1588860,306.28,326.84,327.01,300.1,14478303,316.45,341.77,341.77,310.62,15040156,21812.0,22400.0,22448.0,21276.0,421533,1560.2,1665.2,1667.0,1541.6,4477554,5430.0,5571.0,5659.8,5372.0,1530801,578.45,601.95,603.0,570.0,12182370,5740.5,5917.0,5919.0,5620.0,742505,489.0,497.5,498.9,483.5,7519588,5520.0,5732.0,5760.0,5324.0,218388,15000.0,14751.0,15423.5,14600.0,352461,39.54,39.79,41.775,38.88,1197349,305.05,307.45,309.4,301.7,553752,2214.0,2195.0,2219.5,2157.0,712247,1652.4,1667.8,1677.0,1627.4,1968789,124.46,131.0,131.53,121.53,3689677,217.88,222.8,223.6,213.72,1550830,38.505,38.3,39.065,38.0,703743,154.35,159.45,159.45,151.0,1790649,287.99,303.95,304.0,280.37,1317124,1398.7,1374.8,1427.3,1363.7,2297124,3200.5,3098.5,3247.0,3070.0,587378,4.348,4.425,4.436,4.275,3551082,67.825,71.475,71.67,67.3,3824459,1108.7,1080.9,1108.8,1065.0,1733604,0.803,0.7957,0.8168,0.782,1057586,62.25,63.135,63.385,60.61,5665095,0.04815,0.049875,0.05,0.047025,10499735,452.0,454.7,456.7,443.9,2148991,90.09,88.52,90.55,87.71,490991,6.609,6.732,6.792,6.52,1191306,148500.0,147300.0,149150.0,144750.0,1983,25.651,26.415,26.5,24.72,502275,784.5,824.5,830.0,766.5,354488,135.92,136.4,136.76,133.52,412269,65.16,64.72,65.16,63.16,2361706,6600.0,7050.0,6308.2,7048.0,1189626,1280.0,1296.0,1256.4,1295.0,765551,582.1,595.0,555.0,564.4,494446,569.0,600.95,561.25,600.0,207970,6.756,6.948,6.956,6.594,31900000
317,2021-11-24,6855.0,6814.5,6891.0,6686.5,1371532,328.0,321.22,329.97,317.35,7786111,343.87,338.3,348.0,332.75,9356913,22462.0,22182.0,22526.0,21968.0,251404,1670.0,1668.0,1684.0,1620.2,2854095,5593.6,5542.2,5640.0,5435.0,1006915,604.35,597.3,605.0,586.2,5414287,5927.0,5875.0,5973.0,5789.0,535065,499.0,498.4,502.2,488.6,4603156,5749.0,5840.0,5861.0,5630.0,161053,14850.0,14280.5,14965.0,14004.0,321717,40.015,41.065,42.39,39.26,1449905,308.45,305.5,308.85,303.55,280714,2201.5,2176.0,2228.5,2165.5,513982,1672.0,1655.2,1676.4,1650.2,880482,131.35,127.0,131.87,125.4,2446771,223.18,222.68,225.24,220.0,1194617,38.335,38.48,38.805,38.125,354131,160.1,154.25,162.96,153.01,1964905,304.99,298.89,306.91,295.44,896911,1389.9,1340.6,1390.9,1322.5,2583768,3098.5,3055.5,3134.5,3002.0,414951,4.4545,4.5575,4.58,4.401,2943400,71.5,71.9,73.4,71.15,2827212,1080.0,1102.1,1105.0,1065.0,494461,0.7959,0.7989,0.8165,0.79,563309,63.21,62.43,63.485,62.325,1675553,0.05017,0.04935,0.050365,0.048925,4790235,458.8,456.4,458.8,447.9,1615982,88.73,87.03,88.94,86.61,316923,6.757,6.749,6.835,6.718,1057573,147300.0,145200.0,147300.0,144250.0,2152,26.415,26.118,27.088,25.914,444262,829.5,829.0,867.0,816.0,180657,136.84,136.04,138.48,134.58,347165,64.8,64.22,65.1,64.1,708056,7071.0,7355.8,6827.0,6888.0,863972,1305.0,1311.8,1266.8,1290.2,442730,565.1,569.3,550.2,554.8,299601,600.5,605.2,570.05,581.8,261520,7.008,6.928,7.05,6.868,21200000
318,2021-11-25,6828.0,6661.5,6890.5,6655.0,1077448,322.37,317.29,322.96,316.11,4404560,339.6,337.55,343.0,335.7,4870200,22228.0,22128.0,22378.0,21968.0,112097,1674.8,1632.0,1696.6,1629.6,1380592,5565.0,5552.8,5639.8,5526.2,339299,599.25,590.9,602.45,587.15,3083333,5932.5,6056.0,6081.5,5880.0,433081,499.3,489.6,504.3,488.3,3484970,5871.0,5820.0,5927.0,5754.0,136220,14446.0,14372.0,14491.0,14200.0,115004,41.335,40.37,41.7,39.875,731710,305.75,306.05,307.3,304.1,140052,2181.0,2180.0,2199.5,2141.5,595571,1652.4,1656.2,1666.0,1650.0,438473,127.38,125.25,128.2,124.64,1156505,223.2,223.3,224.52,222.14,544080,38.505,38.32,38.74,38.2,193179,154.53,156.33,157.62,154.15,863819,300.61,296.2,300.61,294.5,472900,1346.7,1356.8,1363.1,1330.5,1064327,3067.5,3077.0,3112.5,3016.0,164931,4.539,4.537,4.595,4.48,1733968,72.165,72.88,73.5,71.815,2329346,1105.0,1115.5,1135.0,1103.0,360964,0.8009,0.7917,0.8115,0.7863,667407,62.79,62.86,63.2,62.58,762540,0.049555,0.04879,0.049695,0.04867,3438468,457.7,451.4,459.8,449.1,1348129,87.03,86.95,87.81,86.7,235146,6.765,6.683,6.806,6.673,558015,145300.0,146100.0,146850.0,145300.0,842,26.256,26.17,26.389,25.729,239922,834.5,843.5,850.0,822.0,112762,136.38,136.26,138.2,134.92,142493,64.5,64.7,64.78,64.2,485954,6940.0,7324.6,6903.6,7262.0,573366,1291.6,1301.6,1268.2,1279.0,326323,554.8,582.7,554.0,571.0,296298,581.8,586.0,570.0,572.5,104530,6.948,6.92,6.996,6.856,11900000
319,2021-11-26,6470.0,6374.0,6516.5,6335.5,2171544,307.13,304.42,312.0,303.22,9036361,325.0,326.0,332.0,320.1,10347855,21738.0,21560.0,21898.0,21400.0,331652,1602.6,1611.2,1639.6,1567.2,3123957,5416.0,5380.0,5530.2,5316.2,1248304,578.5,555.15,578.5,555.0,9196757,5973.5,5775.5,5973.5,5740.5,543738,478.0,461.3,480.7,458.0,8388787,5741.0,5630.0,5758.0,5580.0,177726,14525.0,14194.5,14669.5,14108.5,268625,39.5,38.235,40.235,38.095,1001591,304.3,299.05,304.9,298.0,594512,2163.5,2088.0,2175.5,2073.0,910352,1647.2,1592.4,1647.2,1590.0,1264048,123.74,120.58,124.26,120.2,1990405,220.82,217.34,220.96,215.82,1232975,38.13,37.965,38.575,37.96,464290,153.3,150.05,154.27,149.5,1181298,290.11,286.0,291.54,284.63,1038869,1368.0,1371.7,1406.4,1345.2,2876619,3037.0,3028.5,3083.0,3002.0,261148,4.4485,4.3025,4.4845,4.3005,3813153,69.67,69.2,71.46,68.92,3764218,1111.0,1082.2,1115.0,1075.0,441774,0.7823,0.7605,0.7879,0.7571,731494,61.475,61.16,62.38,61.1,1689095,0.04766,0.04658,0.04799,0.04652,8733915,443.8,428.5,444.1,428.1,2563712,86.16,85.3,86.78,85.25,276156,6.6,6.596,6.629,6.484,775467,144450.0,144750.0,145650.0,144050.0,1300,25.871,25.201,26.094,25.045,366149,827.0,810.0,838.5,790.0,247404,135.12,132.12,136.68,131.0,318979,63.5,60.98,63.66,59.88,3171161,6999.8,7150.0,6780.2,6811.0,556082,1268.0,1268.0,1203.0,1206.8,775285,565.1,570.0,552.0,555.5,222492,570.05,571.45,546.15,553.05,289280,6.888,6.726,6.908,6.522,32700000
320,2021-11-29,6510.0,6616.0,6713.0,6480.0,1798841,311.14,316.57,322.15,309.42,8210250,335.0,339.2,345.33,331.96,9911167,21838.0,21686.0,21998.0,21442.0,261293,1634.4,1633.6,1656.0,1619.0,2152825,5396.2,5407.0,5529.0,5333.0,1149887,567.05,573.25,579.0,559.4,7676311,5832.5,5898.5,5914.0,5802.0,425122,469.4,470.6,479.0,468.1,5513751,5664.0,5647.0,5786.0,5600.0,109895,14325.0,13977.0,14325.0,13800.0,210007,38.95,38.595,39.425,38.275,752455,301.0,296.5,301.6,294.8,502813,2097.0,2060.0,2116.0,2035.0,777955,1607.2,1621.2,1638.0,1602.0,804774,122.99,124.99,127.25,121.4,2900168,219.1,220.1,222.1,218.4,1122623,38.205,37.855,38.21,37.74,279258,151.91,152.07,154.13,151.2,842899,290.0,294.95,299.13,289.6,665680,1382.8,1332.8,1388.4,1328.3,1798881,3045.0,3041.0,3119.0,3004.0,287539,4.3525,4.35,4.396,4.255,3218304,70.2,71.8,72.07,70.2,3452674,1099.0,1086.9,1105.3,1080.0,418239,0.7719,0.7617,0.7758,0.7559,465820,62.025,61.195,62.2,60.88,2853497,0.0476,0.047375,0.048055,0.046525,8613314,434.6,438.4,444.8,434.6,1200329,85.88,86.15,86.88,85.35,172305,6.611,6.736,6.749,6.527,1722430,144800.0,142950.0,145500.0,142500.0,1581,25.319,25.149,25.768,24.57,499490,829.0,833.0,845.0,811.5,103595,132.6,136.88,137.92,132.54,249343,61.8,61.1,62.48,60.84,1587679,6955.0,7098.8,6814.2,6938.2,437126,1219.0,1265.4,1212.6,1244.8,661610,568.5,571.9,548.4,569.0,192175,554.9,568.0,530.2,542.95,874920,6.676,6.806,6.892,6.64,31600000
321,2021-11-30,6502.0,6513.0,6688.5,6418.5,2726963,311.0,315.0,318.58,310.09,9810553,332.47,334.24,342.55,331.5,13022078,21386.0,21538.0,21760.0,21280.0,414446,1621.4,1627.6,1665.0,1602.4,2482832,5353.0,5359.4,5510.0,5261.2,1631865,565.0,566.1,573.25,557.0,10568533,5860.0,5733.0,5978.0,5698.0,588286,464.2,473.3,477.6,461.0,9234454,5570.0,5670.0,5730.0,5534.0,156682,14022.0,14170.0,14615.0,13831.5,390101,38.25,36.42,38.515,36.15,1479617,295.8,293.75,296.0,291.0,440743,2051.0,2073.0,2106.0,2025.0,831217,1607.6,1564.6,1616.8,1547.6,3055685,123.7,128.44,129.49,122.55,5949129,218.02,217.08,219.5,214.1,2304351,37.695,37.525,37.91,37.34,653479,150.03,151.15,153.59,148.74,1921218,291.65,291.82,294.51,288.2,833940,1339.2,1356.8,1394.5,1320.0,4070087,3025.0,2993.5,3096.0,2912.0,569314,4.2825,4.2915,4.374,4.2435,5842599,70.9,67.805,71.99,66.9,34140466,1085.0,1081.9,1089.4,1075.0,320575,0.7559,0.7367,0.7597,0.7272,799295,59.875,59.66,60.795,58.815,4106031,0.04656,0.047195,0.048,0.04644,8578027,434.0,439.3,442.9,428.7,1391391,85.74,84.8,85.98,84.02,300559,6.697,6.73,6.755,6.622,666542,141400.0,141850.0,143500.0,141150.0,2384,25.02,25.097,25.431,24.701,285638,825.5,840.5,857.0,816.0,246485,135.02,138.8,139.78,134.48,297896,60.44,60.32,61.28,59.22,1933327,6720.0,7245.0,6529.0,7114.0,976785,1210.0,1267.4,1210.0,1247.0,892553,568.9,581.9,559.0,574.9,220566,543.2,545.0,524.6,529.9,570730,6.79,6.782,6.842,6.7,28600000
322,2021-12-01,6600.0,6576.5,6740.5,6543.0,1738075,321.35,324.4,329.44,319.51,6976531,338.57,345.21,350.37,337.61,9289827,21998.0,21952.0,22280.0,21708.0,312004,1639.0,1678.8,1706.0,1635.4,2160627,5412.0,5330.8,5458.6,5330.0,616605,573.35,569.95,582.0,568.0,6574363,5754.0,5768.0,5889.0,5728.0,432426,476.4,477.9,490.5,475.2,4930696,5699.0,5513.0,5751.0,5508.0,270545,14300.0,13960.0,14399.5,13870.5,149030,36.8,37.02,38.08,36.7,931683,294.15,296.45,300.0,294.1,247841,2080.0,2116.0,2149.5,2080.0,676193,1566.8,1563.0,1594.6,1554.6,1400292,129.03,128.83,130.85,127.51,2714840,217.6,216.2,220.0,215.32,1481554,37.59,37.72,37.895,37.565,197216,152.82,157.21,159.14,152.35,1453682,294.74,296.3,300.75,294.74,849365,1367.0,1340.5,1374.8,1333.4,2070521,3005.0,3012.0,3055.0,2951.0,296938,4.3025,4.386,4.4665,4.3025,2864050,68.45,68.38,69.485,67.65,3175006,1081.5,1083.9,1099.0,1075.8,189015,0.7399,0.7462,0.7513,0.737,535794,60.2,60.2,60.88,59.325,3768456,0.047745,0.04758,0.048595,0.0472,7388621,441.2,440.0,451.6,437.0,1730840,85.19,86.32,87.21,85.11,195225,6.733,6.797,6.87,6.723,611966,142700.0,143200.0,144200.0,141800.0,1898,25.142,25.03,25.527,24.936,357097,845.0,882.0,886.0,835.0,205768,139.46,137.48,140.94,137.3,262704,60.6,62.0,63.2,60.58,1551052,7260.0,7542.2,7175.0,7358.0,789111,1257.0,1300.0,1254.4,1264.8,570964,575.2,591.0,574.0,585.9,165473,534.9,545.8,528.85,542.0,461970,6.772,6.908,6.93,6.772,16600000
323,2021-12-02,6611.5,6732.0,6768.0,6558.0,1461704,325.21,326.8,329.0,320.54,6139904,347.3,350.3,352.67,344.8,7534313,21920.0,22110.0,22174.0,21868.0,223850,1683.4,1721.8,1734.6,1673.0,2698230,5338.4,5255.0,5412.6,5185.0,954178,572.0,582.0,583.7,567.2,10192203,5780.0,5789.0,5824.0,5736.0,267672,482.7,503.6,504.0,481.2,7357373,5520.0,5574.0,5596.0,5450.0,191546,13960.0,13776.0,14047.5,13692.0,116988,37.32,39.11,39.18,37.175,713204,297.95,297.85,298.4,294.8,213945,2127.0,2131.0,2152.0,2111.0,280061,1567.0,1587.4,1588.8,1557.2,1133416,128.32,130.13,130.5,126.73,1645907,217.1,218.34,218.5,215.32,1261693,37.885,38.12,38.21,37.69,247690,157.9,161.0,161.46,157.22,1151467,298.1,297.87,299.96,293.3,482443,1340.8,1331.9,1341.5,1327.7,1039435,3023.5,2888.5,3030.0,2874.0,503926,4.4195,4.485,4.511,4.3945,2588638,68.04,68.915,69.895,66.515,3681004,1083.9,1080.8,1089.6,1075.0,259121,0.7439,0.7604,0.7619,0.7439,324162,60.665,62.485,62.68,60.125,3052248,0.04762,0.04893,0.04908,0.04762,6300956,441.2,460.9,461.0,441.2,2564627,86.61,87.35,87.64,86.08,107400,6.807,6.739,6.811,6.555,1241045,143200.0,143750.0,145550.0,143000.0,1829,25.044,25.018,25.5,24.652,338281,866.5,872.5,894.0,850.5,135240,137.92,138.0,138.9,136.62,163817,62.08,62.84,64.76,61.24,1902405,7434.8,7519.6,7175.4,7222.0,365209,1270.4,1378.6,1260.0,1348.2,1872952,585.9,592.8,570.0,578.5,162302,548.2,548.2,532.05,540.95,284450,6.88,6.91,6.948,6.86,18100000
324,2021-12-03,6751.5,6639.5,6770.0,6571.5,842863,327.6,320.66,328.95,318.4,4307413,351.5,345.99,353.13,343.21,5161840,22198.0,21826.0,22230.0,21778.0,151439,1725.8,1715.0,1757.6,1696.4,1635391,5255.6,5100.6,5283.0,5073.0,879987,584.0,576.55,584.45,573.0,5524098,5803.0,5715.5,5823.5,5693.5,207406,505.0,495.9,505.9,491.6,4658345,5575.0,5537.0,5600.0,5500.0,110758,13838.5,13975.5,13995.0,13396.0,197977,39.32,38.33,39.865,38.065,925823,298.05,295.1,298.35,294.15,198433,2132.0,2085.0,2143.5,2076.0,646817,1598.6,1570.2,1612.2,1556.6,1213302,130.2,127.73,130.6,126.5,1840379,218.7,219.4,221.98,217.7,2289530,38.175,38.12,38.32,37.9,214626,162.18,157.8,163.42,157.0,1400105,298.4,295.51,299.85,293.5,360968,1335.0,1331.0,1342.2,1314.5,1118969,2894.0,2681.5,2915.0,2675.5,629003,4.5195,4.4375,4.5315,4.3905,1853954,69.17,68.62,69.88,67.82,1580673,1081.5,1117.0,1117.4,1077.0,663819,0.7614,0.7556,0.7625,0.7461,273992,62.695,62.45,63.165,62.335,2646694,0.04915,0.04861,0.049265,0.04818,4092958,458.8,447.4,460.6,441.4,2871070,87.48,85.6,87.57,85.05,168710,6.749,6.635,6.78,6.621,491900,145000.0,142500.0,145000.0,142200.0,1018,25.178,24.474,25.237,24.2,357877,872.5,853.5,883.5,850.0,85658,138.1,136.34,139.5,135.14,202001,63.2,62.26,63.42,61.78,707690,7271.0,7405.0,7220.0,7307.6,341163,1346.8,1347.2,1212.4,1240.8,1832216,578.5,586.9,570.0,579.9,200757,548.35,584.45,541.55,569.25,671930,6.954,6.87,6.96,6.85,17500000
325,2021-12-06,6703.0,6650.0,6704.0,6500.0,1260770,323.55,307.5,324.0,304.18,10917712,348.06,338.94,348.5,333.35,7770219,22004.0,21886.0,22006.0,21562.0,173529,1725.6,1662.2,1727.8,1636.6,2244967,5139.0,5068.0,5169.0,4905.0,886206,580.75,575.55,581.9,568.6,4129747,5764.5,5650.0,5794.0,5603.0,342912,498.0,492.1,498.8,485.5,3826747,5581.0,5519.0,5610.0,5401.0,129626,13877.0,13738.0,13922.0,13579.0,91361,38.74,38.81,39.1,37.6,650415,297.25,293.85,297.45,290.35,258601,2114.5,2082.5,2115.0,2049.5,417324,1580.2,1556.0,1585.0,1537.2,1209787,128.41,125.44,128.41,123.44,1105522,207.3,206.9,208.6,205.1,1308333,38.205,38.16,38.475,37.565,416546,159.41,156.7,160.0,154.0,782061,298.49,287.1,298.97,284.02,953444,1328.7,1311.4,1331.7,1308.2,953722,2732.0,2665.0,2732.0,2550.0,639564,4.4555,4.378,4.4565,4.3265,1797545,68.49,67.8,68.5,67.0,2017870,1119.5,1106.8,1120.0,1089.5,307057,0.7639,0.7463,0.764,0.7356,330497,63.12,61.545,63.25,60.83,1977628,0.049165,0.04801,0.049165,0.047435,4848676,451.9,445.0,453.0,436.0,1028236,86.01,86.22,86.8,84.63,172801,6.634,6.489,6.697,6.472,662636,144400.0,143450.0,144400.0,142750.0,598,24.664,24.001,24.717,23.51,389209,857.0,829.0,859.0,813.0,127718,137.34,135.22,137.88,134.02,165643,62.6,61.08,62.62,60.2,1152873,7351.8,7407.6,6629.4,6679.0,612947,1245.4,1272.0,1155.0,1167.8,1203592,580.9,597.0,561.6,570.0,168537,569.25,589.75,559.65,577.05,330830,6.89,6.716,6.91,6.662,19400000
326,2021-12-07,6696.5,6720.5,6766.5,6645.0,2102642,310.59,309.79,312.8,300.5,14709740,339.0,344.96,346.0,333.43,7225894,21960.0,21920.0,22038.0,21734.0,159288,1670.6,1717.8,1730.0,1644.0,1549607,5115.0,4992.0,5178.0,4983.2,952857,577.0,589.55,591.2,571.0,7575854,5677.0,5841.5,5850.0,5619.5,312055,495.8,501.1,503.6,491.5,3623467,5572.0,5611.0,5641.0,5531.0,133705,13737.0,13719.0,13965.0,13629.0,118813,39.105,39.47,39.96,38.705,534828,293.55,291.45,293.8,289.55,305948,2095.0,2091.5,2109.5,2063.0,401334,1569.8,1603.4,1608.4,1559.0,1331369,125.6,127.94,128.64,124.61,1775261,207.2,208.36,209.76,202.5,1629181,38.2,38.54,38.955,37.91,360386,156.7,160.24,160.62,152.8,1206623,289.62,288.4,291.25,281.38,1187357,1312.3,1300.5,1321.4,1287.8,1180316,2710.5,2698.0,2749.0,2616.0,476360,4.3695,4.408,4.4325,4.35,1942304,68.13,71.22,71.75,67.75,2596442,1108.2,1106.1,1118.6,1090.0,510486,0.7489,0.7634,0.7679,0.7432,363862,62.09,61.585,62.295,60.9,2060332,0.04818,0.04838,0.048675,0.0471,6289719,447.9,450.8,453.6,443.2,1508775,86.14,88.01,88.8,85.02,248980,6.496,6.518,6.586,6.474,619243,144000.0,144650.0,145400.0,143150.0,1177,24.209,24.201,24.287,23.7,294445,825.5,853.0,854.0,819.5,143983,135.48,136.32,136.76,134.48,208036,61.44,62.4,62.94,60.84,839307,6679.0,6913.0,6315.0,6563.0,992127,1165.0,1173.2,1088.2,1111.0,2139075,571.9,598.0,564.6,584.6,320308,577.0,591.3,573.2,586.95,255940,6.758,6.794,6.796,6.688,21900000
327,2021-12-08,6778.5,6574.5,6781.5,6510.0,2029719,313.3,296.95,316.88,291.57,23632433,348.24,340.5,348.38,336.53,7494935,22042.0,21888.0,22188.0,21864.0,258171,1740.8,1684.2,1743.0,1675.0,1720968,5036.8,4932.2,5071.2,4775.0,1007205,592.3,574.95,595.15,569.0,8586213,5889.5,5765.0,5907.0,5680.0,292197,501.6,496.5,504.5,489.0,5008525,5674.0,5551.0,5699.0,5506.0,185368,13750.0,13555.0,13870.0,13462.0,91693,39.665,38.625,39.85,38.06,523422,292.8,290.1,294.15,287.05,420761,2113.5,2101.5,2139.0,2082.0,585648,1622.6,1595.6,1628.6,1579.8,1583565,128.12,126.15,128.34,125.2,2509843,209.9,207.8,210.16,206.02,985783,38.635,38.135,38.89,37.91,292023,161.4,156.5,161.99,155.15,808787,292.32,280.69,295.74,275.36,1702436,1305.5,1282.6,1313.9,1250.8,1122617,2733.0,2694.5,2745.5,2632.5,258593,4.445,4.38,4.49,4.365,1741055,70.975,70.745,72.495,70.01,1807302,1107.0,1141.5,1150.0,1106.0,516918,0.7686,0.7523,0.7722,0.7469,400460,62.15,62.155,63.15,61.5,3358718,0.0489,0.047255,0.04918,0.046655,5982498,451.7,447.1,454.4,442.2,1073047,87.96,88.37,90.46,87.84,257026,6.526,6.438,6.572,6.415,628738,144850.0,142800.0,145800.0,142150.0,2064,24.497,23.65,24.56,23.187,397173,856.0,830.0,869.5,819.0,148803,136.6,133.76,138.5,133.02,310116,63.1,61.64,63.18,60.98,834969,6599.8,6750.0,6141.0,6245.4,829828,1121.8,1129.4,1016.4,1041.4,2375378,590.0,603.2,584.6,601.2,350269,586.85,596.45,570.0,579.5,209530,6.84,6.638,6.864,6.62,18900000
