<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MOEX.VKCO:TQBR,D,20201001,000000,2148.8000000,2174.8000000,2127.0000000,2156.4000000,409838
MOEX.VKCO:TQBR,D,20201002,000000,2148.8000000,2219.0000000,2117.2000000,2201.4000000,602789
MOEX.VKCO:TQBR,D,20201005,000000,2220.0000000,2224.8000000,2178.6000000,2198.2000000,404522
MOEX.VKCO:TQBR,D,20201006,000000,2200.0000000,2202.0000000,2152.0000000,2156.4000000,369914
MOEX.VKCO:TQBR,D,20201007,000000,2170.2000000,2175.0000000,2132.4000000,2152.6000000,249829
MOEX.VKCO:TQBR,D,20201008,000000,2160.0000000,2196.4000000,2157.0000000,2170.8000000,423617
MOEX.VKCO:TQBR,D,20201009,000000,2183.2000000,2185.4000000,2150.4000000,2167.8000000,276065
MOEX.VKCO:TQBR,D,20201012,000000,2171.2000000,2250.0000000,2170.0000000,2239.0000000,777269
MOEX.VKCO:TQBR,D,20201013,000000,2244.8000000,2283.4000000,2235.2000000,2268.0000000,757343
MOEX.VKCO:TQBR,D,20201014,000000,2270.4000000,2292.0000000,2241.6000000,2266.8000000,364850
MOEX.VKCO:TQBR,D,20201015,000000,2269.0000000,2270.0000000,2242.6000000,2256.8000000,300010
MOEX.VKCO:TQBR,D,20201016,000000,2256.0000000,2318.4000000,2250.0000000,2289.0000000,523357
MOEX.VKCO:TQBR,D,20201019,000000,2300.0000000,2324.8000000,2275.4000000,2295.6000000,386100
MOEX.VKCO:TQBR,D,20201020,000000,2297.8000000,2305.0000000,2261.0000000,2269.0000000,282211
MOEX.VKCO:TQBR,D,20201021,000000,2270.0000000,2273.6000000,2241.8000000,2257.4000000,274580
MOEX.VKCO:TQBR,D,20201022,000000,2252.0000000,2274.2000000,2228.4000000,2249.8000000,348922
MOEX.VKCO:TQBR,D,20201023,000000,2232.4000000,2250.6000000,2224.4000000,2242.0000000,375004
MOEX.VKCO:TQBR,D,20201026,000000,2230.0000000,2320.0000000,2150.0000000,2163.0000000,867358
MOEX.VKCO:TQBR,D,20201027,000000,2175.0000000,2180.0000000,2102.0000000,2151.0000000,1295753
MOEX.VKCO:TQBR,D,20201028,000000,2141.0000000,2159.0000000,2071.2000000,2109.0000000,745476
MOEX.VKCO:TQBR,D,20201029,000000,2114.8000000,2248.2000000,2099.8000000,2127.6000000,370007
MOEX.VKCO:TQBR,D,20201030,000000,2117.8000000,2117.8000000,2080.0000000,2090.0000000,321898
MOEX.VKCO:TQBR,D,20201102,000000,2096.0000000,2137.4000000,2071.0000000,2119.8000000,431847
MOEX.VKCO:TQBR,D,20201103,000000,2134.8000000,2148.8000000,2100.0000000,2119.8000000,478646
MOEX.VKCO:TQBR,D,20201105,000000,2125.6000000,2200.0000000,2125.6000000,2196.2000000,905713
MOEX.VKCO:TQBR,D,20201106,000000,2185.0000000,2253.6000000,2159.0000000,2242.0000000,588792
MOEX.VKCO:TQBR,D,20201109,000000,2260.4000000,2291.0000000,2236.0000000,2264.0000000,867678
MOEX.VKCO:TQBR,D,20201110,000000,2268.2000000,2297.4000000,2202.0000000,2250.0000000,920956
MOEX.VKCO:TQBR,D,20201111,000000,2310.0000000,2333.8000000,2210.4000000,2234.0000000,1896374
MOEX.VKCO:TQBR,D,20201112,000000,2240.0000000,2269.0000000,2205.8000000,2216.6000000,866174
MOEX.VKCO:TQBR,D,20201113,000000,2226.4000000,2244.4000000,2210.0000000,2227.0000000,569851
MOEX.VKCO:TQBR,D,20201116,000000,2229.8000000,2250.0000000,2178.6000000,2206.8000000,1078412
MOEX.VKCO:TQBR,D,20201117,000000,2198.0000000,2216.0000000,2161.0000000,2177.4000000,734321
MOEX.VKCO:TQBR,D,20201118,000000,2175.0000000,2193.0000000,2151.2000000,2166.0000000,745204
MOEX.VKCO:TQBR,D,20201119,000000,2174.2000000,2197.0000000,2132.6000000,2140.8000000,848127
MOEX.VKCO:TQBR,D,20201120,000000,2147.0000000,2164.4000000,2130.2000000,2155.0000000,692635
MOEX.VKCO:TQBR,D,20201123,000000,2167.0000000,2209.2000000,2160.0000000,2180.0000000,1118823
MOEX.VKCO:TQBR,D,20201124,000000,2190.0000000,2206.0000000,2152.0000000,2175.6000000,1149268
MOEX.VKCO:TQBR,D,20201125,000000,2179.4000000,2208.6000000,2170.0000000,2197.0000000,1464804
MOEX.VKCO:TQBR,D,20201126,000000,2200.0000000,2259.8000000,2191.0000000,2256.8000000,1389778
MOEX.VKCO:TQBR,D,20201127,000000,2260.6000000,2290.6000000,2248.2000000,2280.8000000,1327901
MOEX.VKCO:TQBR,D,20201130,000000,2290.0000000,2295.0000000,2169.8000000,2193.0000000,8514985
MOEX.VKCO:TQBR,D,20201201,000000,2206.6000000,2207.0000000,2157.8000000,2174.0000000,1229986
MOEX.VKCO:TQBR,D,20201202,000000,2171.2000000,2185.0000000,2152.4000000,2163.0000000,587842
MOEX.VKCO:TQBR,D,20201203,000000,2161.0000000,2174.0000000,2142.2000000,2160.0000000,668654
MOEX.VKCO:TQBR,D,20201204,000000,2171.4000000,2171.8000000,2130.0000000,2141.8000000,689972
MOEX.VKCO:TQBR,D,20201207,000000,2147.0000000,2150.0000000,2105.0000000,2114.8000000,711631
MOEX.VKCO:TQBR,D,20201208,000000,2110.0000000,2147.0000000,2095.6000000,2126.6000000,953310
MOEX.VKCO:TQBR,D,20201209,000000,2122.0000000,2137.0000000,2105.0000000,2110.4000000,674157
MOEX.VKCO:TQBR,D,20201210,000000,2114.2000000,2122.0000000,2085.4000000,2095.0000000,665762
MOEX.VKCO:TQBR,D,20201211,000000,2110.0000000,2133.2000000,2090.4000000,2111.0000000,680533
MOEX.VKCO:TQBR,D,20201214,000000,2114.4000000,2121.8000000,2080.0000000,2085.2000000,535145
MOEX.VKCO:TQBR,D,20201215,000000,2094.8000000,2095.0000000,2073.2000000,2086.0000000,467253
MOEX.VKCO:TQBR,D,20201216,000000,2082.0000000,2093.0000000,1978.4000000,2063.8000000,550856
MOEX.VKCO:TQBR,D,20201217,000000,2074.6000000,2077.8000000,2021.0000000,2049.6000000,731165
MOEX.VKCO:TQBR,D,20201218,000000,2049.0000000,2049.8000000,1980.0000000,2007.4000000,874774
MOEX.VKCO:TQBR,D,20201221,000000,2011.2000000,2029.8000000,1952.2000000,2000.8000000,927546
MOEX.VKCO:TQBR,D,20201222,000000,2009.6000000,2018.6000000,1965.8000000,1979.0000000,540760
MOEX.VKCO:TQBR,D,20201223,000000,1978.2000000,1995.0000000,1959.2000000,1973.2000000,451357
MOEX.VKCO:TQBR,D,20201224,000000,1973.0000000,1994.8000000,1960.0000000,1982.6000000,474717
MOEX.VKCO:TQBR,D,20201225,000000,1985.2000000,2047.6000000,1974.2000000,2025.0000000,624058
MOEX.VKCO:TQBR,D,20201228,000000,2034.8000000,2049.6000000,1990.2000000,1999.0000000,618072
MOEX.VKCO:TQBR,D,20201229,000000,2007.8000000,2010.0000000,1966.0000000,1975.8000000,652519
MOEX.VKCO:TQBR,D,20201230,000000,1977.4000000,1993.8000000,1970.0000000,1980.8000000,476873
MOEX.VKCO:TQBR,D,20210104,000000,1990.0000000,1999.0000000,1980.0000000,1984.8000000,392692
MOEX.VKCO:TQBR,D,20210105,000000,1989.0000000,2057.6000000,1979.0000000,2041.8000000,745005
MOEX.VKCO:TQBR,D,20210106,000000,2039.8000000,2077.0000000,1998.2000000,2005.6000000,825941
MOEX.VKCO:TQBR,D,20210108,000000,2013.0000000,2037.2000000,2005.0000000,2016.0000000,600224
MOEX.VKCO:TQBR,D,20210111,000000,2016.0000000,2073.0000000,2006.2000000,2059.0000000,775688
MOEX.VKCO:TQBR,D,20210112,000000,2063.8000000,2086.6000000,2015.8000000,2044.8000000,554443
MOEX.VKCO:TQBR,D,20210113,000000,2033.6000000,2049.0000000,2000.2000000,2017.4000000,448602
MOEX.VKCO:TQBR,D,20210114,000000,2012.2000000,2029.0000000,1940.4000000,1987.8000000,1144165
MOEX.VKCO:TQBR,D,20210115,000000,1979.2000000,1996.6000000,1950.2000000,1967.0000000,498506
MOEX.VKCO:TQBR,D,20210118,000000,1964.8000000,1988.0000000,1945.4000000,1958.6000000,485328
MOEX.VKCO:TQBR,D,20210119,000000,1965.4000000,1969.8000000,1924.0000000,1935.4000000,913306
MOEX.VKCO:TQBR,D,20210120,000000,1932.6000000,1968.2000000,1925.4000000,1966.2000000,400037
MOEX.VKCO:TQBR,D,20210121,000000,1962.0000000,1988.0000000,1934.2000000,1950.8000000,887546
MOEX.VKCO:TQBR,D,20210122,000000,1950.0000000,1963.0000000,1939.0000000,1951.0000000,380923
MOEX.VKCO:TQBR,D,20210125,000000,1952.0000000,1967.0000000,1943.2000000,1959.8000000,414373
MOEX.VKCO:TQBR,D,20210126,000000,1959.2000000,1984.0000000,1950.0000000,1979.4000000,491488
MOEX.VKCO:TQBR,D,20210127,000000,1985.4000000,2010.4000000,1961.2000000,1990.0000000,736262
MOEX.VKCO:TQBR,D,20210128,000000,1990.0000000,2003.8000000,1965.6000000,1979.2000000,560934
MOEX.VKCO:TQBR,D,20210129,000000,1974.8000000,1992.8000000,1920.2000000,1962.0000000,587278
MOEX.VKCO:TQBR,D,20210201,000000,1962.0000000,1987.0000000,1936.0000000,1977.0000000,543961
MOEX.VKCO:TQBR,D,20210202,000000,1976.0000000,2017.0000000,1971.4000000,1990.4000000,518247
MOEX.VKCO:TQBR,D,20210203,000000,1998.6000000,2025.0000000,1978.4000000,2014.8000000,448008
MOEX.VKCO:TQBR,D,20210204,000000,2018.0000000,2041.8000000,2012.2000000,2037.6000000,384430
MOEX.VKCO:TQBR,D,20210205,000000,2035.2000000,2052.0000000,2023.0000000,2042.0000000,389525
MOEX.VKCO:TQBR,D,20210208,000000,2042.0000000,2053.2000000,2019.0000000,2023.0000000,370670
MOEX.VKCO:TQBR,D,20210209,000000,2028.4000000,2035.0000000,2001.0000000,2013.6000000,315689
MOEX.VKCO:TQBR,D,20210210,000000,2025.8000000,2035.0000000,2010.2000000,2013.6000000,385312
MOEX.VKCO:TQBR,D,20210211,000000,2019.8000000,2029.8000000,2013.2000000,2020.2000000,233881
MOEX.VKCO:TQBR,D,20210212,000000,2025.0000000,2032.8000000,1977.0000000,2004.8000000,569616
MOEX.VKCO:TQBR,D,20210215,000000,2006.0000000,2027.6000000,2004.0000000,2021.2000000,229093
MOEX.VKCO:TQBR,D,20210216,000000,2024.0000000,2048.0000000,2006.4000000,2039.8000000,441171
MOEX.VKCO:TQBR,D,20210217,000000,2040.0000000,2053.0000000,2001.0000000,2024.2000000,465231
MOEX.VKCO:TQBR,D,20210218,000000,2015.2000000,2022.6000000,1993.2000000,1997.4000000,413517
MOEX.VKCO:TQBR,D,20210219,000000,1997.4000000,2032.8000000,1985.0000000,2018.8000000,286011
MOEX.VKCO:TQBR,D,20210220,000000,2021.8000000,2025.0000000,2010.0000000,2019.2000000,38733
MOEX.VKCO:TQBR,D,20210222,000000,2018.0000000,2023.8000000,1996.0000000,2002.4000000,320976
MOEX.VKCO:TQBR,D,20210224,000000,2003.0000000,2050.0000000,1995.2000000,2041.8000000,602434
MOEX.VKCO:TQBR,D,20210225,000000,2043.0000000,2047.2000000,2005.0000000,2007.6000000,280794
MOEX.VKCO:TQBR,D,20210226,000000,2008.0000000,2039.2000000,1987.6000000,2011.4000000,900672
MOEX.VKCO:TQBR,D,20210301,000000,2017.0000000,2022.2000000,2005.0000000,2013.0000000,207351
MOEX.VKCO:TQBR,D,20210302,000000,2010.0000000,2031.8000000,1998.0000000,2007.0000000,358293
MOEX.VKCO:TQBR,D,20210303,000000,2011.0000000,2024.0000000,2001.0000000,2010.0000000,221049
MOEX.VKCO:TQBR,D,20210304,000000,2016.6000000,2026.6000000,1936.6000000,1938.8000000,663395
MOEX.VKCO:TQBR,D,20210305,000000,1955.0000000,1955.0000000,1860.0000000,1908.2000000,756607
MOEX.VKCO:TQBR,D,20210309,000000,1901.8000000,1904.8000000,1860.2000000,1884.0000000,745188
MOEX.VKCO:TQBR,D,20210310,000000,1884.0000000,1914.6000000,1836.2000000,1851.8000000,797669
MOEX.VKCO:TQBR,D,20210311,000000,1852.2000000,1871.2000000,1841.2000000,1861.8000000,445134
MOEX.VKCO:TQBR,D,20210312,000000,1862.0000000,1867.0000000,1805.2000000,1827.0000000,996967
MOEX.VKCO:TQBR,D,20210315,000000,1825.0000000,1845.0000000,1808.2000000,1834.0000000,671355
MOEX.VKCO:TQBR,D,20210316,000000,1839.8000000,1840.8000000,1805.2000000,1810.2000000,675473
MOEX.VKCO:TQBR,D,20210317,000000,1813.0000000,1829.0000000,1800.0000000,1818.8000000,729379
MOEX.VKCO:TQBR,D,20210318,000000,1820.0000000,1824.0000000,1795.0000000,1804.0000000,646739
MOEX.VKCO:TQBR,D,20210319,000000,1805.8000000,1813.0000000,1780.4000000,1792.0000000,603077
MOEX.VKCO:TQBR,D,20210322,000000,1793.0000000,1799.2000000,1782.2000000,1794.2000000,379820
MOEX.VKCO:TQBR,D,20210323,000000,1790.6000000,1790.6000000,1742.4000000,1749.0000000,707190
MOEX.VKCO:TQBR,D,20210324,000000,1753.0000000,1763.8000000,1728.6000000,1741.2000000,398988
MOEX.VKCO:TQBR,D,20210325,000000,1745.2000000,1745.2000000,1700.2000000,1716.0000000,512575
MOEX.VKCO:TQBR,D,20210326,000000,1713.6000000,1741.4000000,1711.0000000,1732.0000000,431065
MOEX.VKCO:TQBR,D,20210329,000000,1733.8000000,1771.0000000,1731.2000000,1755.8000000,406811
MOEX.VKCO:TQBR,D,20210330,000000,1761.0000000,1789.8000000,1738.8000000,1750.0000000,511040
MOEX.VKCO:TQBR,D,20210331,000000,1750.8000000,1754.0000000,1714.4000000,1738.0000000,582620
MOEX.VKCO:TQBR,D,20210401,000000,1740.0000000,1759.6000000,1724.8000000,1751.8000000,402634
MOEX.VKCO:TQBR,D,20210402,000000,1760.0000000,1773.0000000,1750.2000000,1770.2000000,158859
MOEX.VKCO:TQBR,D,20210405,000000,1764.0000000,1800.0000000,1752.0000000,1790.2000000,254922
MOEX.VKCO:TQBR,D,20210406,000000,1788.0000000,1796.8000000,1745.6000000,1759.4000000,391742
MOEX.VKCO:TQBR,D,20210407,000000,1766.2000000,1771.0000000,1736.2000000,1748.0000000,344093
MOEX.VKCO:TQBR,D,20210408,000000,1748.0000000,1759.0000000,1731.4000000,1743.6000000,246472
MOEX.VKCO:TQBR,D,20210409,000000,1759.6000000,1759.6000000,1704.2000000,1717.2000000,472162
MOEX.VKCO:TQBR,D,20210412,000000,1719.8000000,1756.4000000,1714.6000000,1750.2000000,470006
MOEX.VKCO:TQBR,D,20210413,000000,1751.2000000,1799.0000000,1749.2000000,1787.2000000,511199
MOEX.VKCO:TQBR,D,20210414,000000,1785.0000000,1825.6000000,1757.6000000,1803.2000000,761943
MOEX.VKCO:TQBR,D,20210415,000000,1804.8000000,1805.0000000,1750.4000000,1765.0000000,644301
MOEX.VKCO:TQBR,D,20210416,000000,1769.0000000,1776.6000000,1740.2000000,1750.6000000,407929
MOEX.VKCO:TQBR,D,20210419,000000,1745.2000000,1755.2000000,1725.0000000,1739.0000000,329420
MOEX.VKCO:TQBR,D,20210420,000000,1743.2000000,1751.8000000,1701.4000000,1720.0000000,744202
MOEX.VKCO:TQBR,D,20210421,000000,1715.0000000,1721.6000000,1685.0000000,1695.0000000,803140
MOEX.VKCO:TQBR,D,20210422,000000,1698.0000000,1743.2000000,1692.6000000,1728.4000000,796544
MOEX.VKCO:TQBR,D,20210423,000000,1733.4000000,1746.0000000,1710.0000000,1735.2000000,347521
MOEX.VKCO:TQBR,D,20210426,000000,1739.4000000,1742.4000000,1721.4000000,1731.2000000,192524
MOEX.VKCO:TQBR,D,20210427,000000,1732.0000000,1748.0000000,1721.0000000,1722.2000000,259865
MOEX.VKCO:TQBR,D,20210428,000000,1728.8000000,1735.4000000,1703.0000000,1719.6000000,303975
MOEX.VKCO:TQBR,D,20210429,000000,1726.6000000,1738.8000000,1694.2000000,1707.0000000,492168
MOEX.VKCO:TQBR,D,20210430,000000,1709.6000000,1714.0000000,1674.4000000,1681.2000000,646024
MOEX.VKCO:TQBR,D,20210504,000000,1691.0000000,1695.0000000,1652.2000000,1662.8000000,529444
MOEX.VKCO:TQBR,D,20210505,000000,1666.0000000,1674.8000000,1656.0000000,1663.0000000,347153
MOEX.VKCO:TQBR,D,20210506,000000,1666.6000000,1666.8000000,1630.0000000,1642.6000000,619984
MOEX.VKCO:TQBR,D,20210507,000000,1647.0000000,1649.0000000,1621.8000000,1636.8000000,421577
MOEX.VKCO:TQBR,D,20210510,000000,1640.6000000,1641.2000000,1610.6000000,1613.0000000,308326
MOEX.VKCO:TQBR,D,20210511,000000,1616.0000000,1617.4000000,1567.6000000,1588.6000000,848005
MOEX.VKCO:TQBR,D,20210512,000000,1588.6000000,1594.8000000,1551.0000000,1553.0000000,645431
MOEX.VKCO:TQBR,D,20210513,000000,1553.0000000,1554.6000000,1502.8000000,1505.0000000,1036882
MOEX.VKCO:TQBR,D,20210514,000000,1511.2000000,1516.6000000,1465.8000000,1516.4000000,942160
MOEX.VKCO:TQBR,D,20210517,000000,1527.2000000,1532.8000000,1491.0000000,1516.8000000,710691
MOEX.VKCO:TQBR,D,20210518,000000,1520.8000000,1552.0000000,1509.0000000,1549.2000000,811947
MOEX.VKCO:TQBR,D,20210519,000000,1550.6000000,1554.2000000,1501.0000000,1517.0000000,526280
MOEX.VKCO:TQBR,D,20210520,000000,1518.0000000,1520.2000000,1500.2000000,1509.8000000,340911
MOEX.VKCO:TQBR,D,20210521,000000,1510.0000000,1546.0000000,1500.6000000,1530.6000000,422014
MOEX.VKCO:TQBR,D,20210524,000000,1530.6000000,1563.8000000,1530.0000000,1562.2000000,321404
MOEX.VKCO:TQBR,D,20210525,000000,1564.0000000,1573.8000000,1552.0000000,1570.0000000,331201
MOEX.VKCO:TQBR,D,20210526,000000,1573.6000000,1632.6000000,1572.2000000,1630.2000000,954488
MOEX.VKCO:TQBR,D,20210527,000000,1630.2000000,1709.0000000,1615.2000000,1680.0000000,1786185
MOEX.VKCO:TQBR,D,20210528,000000,1676.8000000,1697.8000000,1642.0000000,1669.6000000,709406
MOEX.VKCO:TQBR,D,20210531,000000,1674.6000000,1701.4000000,1665.6000000,1673.6000000,368876
MOEX.VKCO:TQBR,D,20210601,000000,1680.0000000,1717.0000000,1676.0000000,1693.4000000,515323
MOEX.VKCO:TQBR,D,20210602,000000,1694.0000000,1705.8000000,1672.2000000,1678.6000000,329439
MOEX.VKCO:TQBR,D,20210603,000000,1687.2000000,1689.0000000,1660.0000000,1673.6000000,309199
MOEX.VKCO:TQBR,D,20210604,000000,1673.8000000,1681.4000000,1639.2000000,1669.8000000,290302
MOEX.VKCO:TQBR,D,20210607,000000,1674.6000000,1674.6000000,1652.2000000,1663.0000000,214502
MOEX.VKCO:TQBR,D,20210608,000000,1662.0000000,1683.6000000,1660.0000000,1662.6000000,293967
MOEX.VKCO:TQBR,D,20210609,000000,1666.8000000,1680.0000000,1658.0000000,1670.0000000,270701
MOEX.VKCO:TQBR,D,20210610,000000,1670.6000000,1673.4000000,1654.0000000,1664.0000000,327171
MOEX.VKCO:TQBR,D,20210611,000000,1665.6000000,1668.2000000,1628.0000000,1637.8000000,320821
MOEX.VKCO:TQBR,D,20210614,000000,1640.8000000,1644.6000000,1625.4000000,1636.6000000,142312
MOEX.VKCO:TQBR,D,20210615,000000,1636.6000000,1637.4000000,1616.6000000,1618.0000000,246525
MOEX.VKCO:TQBR,D,20210616,000000,1615.2000000,1624.4000000,1597.0000000,1600.6000000,580801
MOEX.VKCO:TQBR,D,20210617,000000,1603.0000000,1642.8000000,1587.8000000,1631.4000000,401455
MOEX.VKCO:TQBR,D,20210618,000000,1638.0000000,1646.8000000,1611.8000000,1624.2000000,373970
MOEX.VKCO:TQBR,D,20210621,000000,1630.8000000,1643.2000000,1608.2000000,1614.0000000,274223
MOEX.VKCO:TQBR,D,20210622,000000,1621.0000000,1621.2000000,1592.0000000,1601.0000000,389909
MOEX.VKCO:TQBR,D,20210623,000000,1602.2000000,1609.0000000,1581.8000000,1602.2000000,349094
MOEX.VKCO:TQBR,D,20210624,000000,1604.4000000,1604.4000000,1581.4000000,1590.0000000,244223
MOEX.VKCO:TQBR,D,20210625,000000,1593.8000000,1620.0000000,1588.8000000,1610.8000000,241976
MOEX.VKCO:TQBR,D,20210628,000000,1610.8000000,1630.0000000,1602.0000000,1627.2000000,309855
MOEX.VKCO:TQBR,D,20210629,000000,1628.0000000,1645.0000000,1591.4000000,1622.0000000,427988
MOEX.VKCO:TQBR,D,20210630,000000,1616.0000000,1664.0000000,1605.4000000,1655.6000000,397655
MOEX.VKCO:TQBR,D,20210701,000000,1657.2000000,1677.6000000,1643.4000000,1669.4000000,361049
MOEX.VKCO:TQBR,D,20210702,000000,1670.0000000,1679.0000000,1650.0000000,1661.2000000,199716
MOEX.VKCO:TQBR,D,20210705,000000,1667.8000000,1668.8000000,1637.2000000,1658.0000000,193552
MOEX.VKCO:TQBR,D,20210706,000000,1658.0000000,1665.2000000,1643.4000000,1649.0000000,350720
MOEX.VKCO:TQBR,D,20210707,000000,1650.4000000,1669.2000000,1646.8000000,1649.0000000,259954
MOEX.VKCO:TQBR,D,20210708,000000,1649.0000000,1650.4000000,1623.6000000,1629.8000000,300085
MOEX.VKCO:TQBR,D,20210709,000000,1626.6000000,1641.0000000,1605.0000000,1616.0000000,233526
MOEX.VKCO:TQBR,D,20210712,000000,1614.6000000,1620.6000000,1599.4000000,1619.6000000,181586
MOEX.VKCO:TQBR,D,20210713,000000,1619.4000000,1650.0000000,1612.2000000,1642.4000000,216623
MOEX.VKCO:TQBR,D,20210714,000000,1647.8000000,1647.8000000,1606.0000000,1607.0000000,291297
MOEX.VKCO:TQBR,D,20210715,000000,1606.0000000,1618.8000000,1578.0000000,1585.2000000,437482
MOEX.VKCO:TQBR,D,20210716,000000,1594.8000000,1604.0000000,1557.6000000,1560.8000000,277366
MOEX.VKCO:TQBR,D,20210719,000000,1561.4000000,1567.4000000,1513.4000000,1528.6000000,451228
MOEX.VKCO:TQBR,D,20210720,000000,1534.8000000,1543.0000000,1516.4000000,1534.0000000,205688
MOEX.VKCO:TQBR,D,20210721,000000,1536.0000000,1564.2000000,1525.8000000,1541.0000000,175222
MOEX.VKCO:TQBR,D,20210722,000000,1553.0000000,1557.8000000,1533.4000000,1549.0000000,172300
MOEX.VKCO:TQBR,D,20210723,000000,1549.8000000,1560.0000000,1525.0000000,1539.0000000,148757
MOEX.VKCO:TQBR,D,20210726,000000,1536.2000000,1547.2000000,1523.0000000,1544.0000000,140897
MOEX.VKCO:TQBR,D,20210727,000000,1544.0000000,1544.0000000,1508.8000000,1517.4000000,233678
MOEX.VKCO:TQBR,D,20210728,000000,1523.6000000,1554.6000000,1519.2000000,1548.6000000,192010
MOEX.VKCO:TQBR,D,20210729,000000,1555.0000000,1558.4000000,1515.4000000,1520.4000000,508863
MOEX.VKCO:TQBR,D,20210730,000000,1517.6000000,1523.2000000,1500.6000000,1514.8000000,430663
MOEX.VKCO:TQBR,D,20210802,000000,1519.2000000,1520.6000000,1500.4000000,1506.4000000,250450
MOEX.VKCO:TQBR,D,20210803,000000,1506.4000000,1508.8000000,1470.0000000,1481.4000000,513667
MOEX.VKCO:TQBR,D,20210804,000000,1483.2000000,1491.8000000,1478.4000000,1487.8000000,205847
MOEX.VKCO:TQBR,D,20210805,000000,1490.4000000,1508.0000000,1480.4000000,1507.0000000,239633
MOEX.VKCO:TQBR,D,20210806,000000,1507.8000000,1526.0000000,1495.6000000,1506.0000000,266920
MOEX.VKCO:TQBR,D,20210809,000000,1504.2000000,1521.6000000,1495.4000000,1505.6000000,183866
MOEX.VKCO:TQBR,D,20210810,000000,1510.2000000,1519.2000000,1502.0000000,1515.0000000,252210
MOEX.VKCO:TQBR,D,20210811,000000,1518.8000000,1549.0000000,1513.4000000,1543.0000000,353070
MOEX.VKCO:TQBR,D,20210812,000000,1549.4000000,1553.8000000,1525.8000000,1536.6000000,204407
MOEX.VKCO:TQBR,D,20210813,000000,1536.6000000,1539.0000000,1508.2000000,1513.8000000,217272
MOEX.VKCO:TQBR,D,20210816,000000,1513.8000000,1514.4000000,1486.0000000,1494.0000000,301687
MOEX.VKCO:TQBR,D,20210817,000000,1491.2000000,1500.0000000,1478.0000000,1488.8000000,263812
MOEX.VKCO:TQBR,D,20210818,000000,1490.0000000,1496.2000000,1480.0000000,1482.0000000,181284
MOEX.VKCO:TQBR,D,20210819,000000,1481.0000000,1487.6000000,1466.0000000,1482.6000000,337864
MOEX.VKCO:TQBR,D,20210820,000000,1483.0000000,1483.0000000,1438.6000000,1441.6000000,466932
MOEX.VKCO:TQBR,D,20210823,000000,1444.8000000,1456.4000000,1413.8000000,1426.2000000,436935
